NrSiblings,MathScore,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
2,57,4,1,2,False,False,False,True,False,False,True,True
2,58,1,2,2,False,False,False,True,False,True,True,False
4,63,4,1,1,True,False,False,True,False,True,False,False
2,74,1,2,2,True,False,False,True,False,False,True,True
0,75,1,2,2,False,False,True,False,False,False,True,True
0,50,3,1,1,True,False,True,False,False,False,True,True
2,54,0,2,1,False,True,False,False,False,True,True,False
1,52,0,1,1,False,True,False,False,False,False,True,True
3,75,0,1,1,True,False,False,True,False,True,False,True
1,82,1,2,1,True,False,False,True,False,True,True,True
1,72,4,2,1,False,False,True,False,False,True,False,False
4,56,0,2,2,True,False,False,False,False,False,True,False
1,87,2,1,2,True,False,True,False,False,True,False,True
5,51,2,1,2,False,False,False,True,False,False,True,True
2,82,2,2,1,True,False,False,True,False,False,False,True
5,63,4,0,1,False,False,False,True,False,True,True,False
3,46,0,2,0,False,False,False,True,False,True,True,False
6,47,2,1,1,False,False,True,False,False,True,True,True
1,37,2,0,1,True,False,True,False,False,False,True,True
2,54,1,2,1,True,False,True,False,False,False,False,True
2,75,0,0,1,False,False,False,False,True,True,True,False
4,51,0,1,1,True,False,False,True,False,True,True,True
4,75,1,1,1,False,False,True,False,False,True,True,True
4,55,3,0,1,False,True,False,False,False,True,False,True
1,34,0,0,1,False,False,False,False,False,True,True,False
0,84,0,2,2,True,True,False,False,False,True,False,True
1,59,0,1,1,True,False,False,True,False,True,True,True
3,84,1,2,1,True,False,True,False,False,True,False,True
4,82,2,1,0,True,False,True,False,False,True,False,False
2,83,3,2,1,False,False,False,True,False,True,True,True
4,75,1,2,1,True,False,False,False,False,True,True,True
0,96,0,1,1,True,False,False,True,False,True,True,True
1,80,4,0,1,False,False,False,True,False,True,False,False
1,82,1,1,2,True,False,True,False,False,False,True,False
5,66,1,2,0,True,False,True,False,False,True,True,False
2,37,0,2,1,True,False,True,False,False,False,True,True
3,54,0,1,1,True,False,True,False,False,False,True,False
1,62,1,2,0,False,False,True,False,False,False,False,False
7,80,3,1,1,True,False,False,True,False,False,True,True
4,55,1,1,0,False,True,False,False,False,False,True,True
1,82,4,1,1,False,False,False,False,True,True,True,False
2,46,1,0,2,False,True,False,False,False,False,True,False
0,66,1,2,0,False,True,False,False,False,True,False,True
5,60,2,2,1,False,False,False,False,True,True,True,False
4,68,0,2,0,False,False,True,False,False,False,True,False
0,39,4,0,1,False,False,True,False,False,True,True,True
4,50,0,1,0,False,True,False,False,False,True,True,True
1,69,3,2,1,False,False,False,True,False,True,True,False
4,39,2,1,1,True,False,False,False,False,False,False,False
1,76,0,2,2,False,False,True,False,False,True,True,False
3,48,0,1,1,False,False,False,True,False,False,False,False
3,74,1,1,0,True,False,True,False,False,True,True,True
2,60,1,2,2,False,False,False,True,False,True,True,False
1,45,1,1,0,True,True,False,False,False,False,True,True
0,69,1,1,0,False,False,False,True,False,True,False,True
3,78,0,2,1,False,False,True,False,False,True,True,True
0,79,0,2,1,True,False,False,False,True,True,True,True
3,71,2,1,1,False,False,False,False,True,True,True,False
1,62,0,2,1,True,False,False,True,False,True,True,True
2,73,2,1,0,False,False,True,False,False,True,True,True
2,65,0,2,0,False,False,True,False,False,True,True,False
4,75,1,1,1,True,True,False,False,False,True,True,True
0,65,3,0,0,True,False,True,False,False,True,True,True
3,35,0,1,1,False,False,False,False,False,False,True,True
5,70,2,2,1,False,False,True,False,False,True,True,True
1,80,2,1,2,False,False,True,False,False,False,False,True
2,71,0,2,2,True,False,False,False,False,False,True,True
1,51,0,1,2,False,True,False,False,False,True,False,False
0,41,1,1,0,True,False,True,False,False,True,False,True
1,51,3,2,1,True,False,False,True,False,False,True,False
2,54,0,2,1,False,False,False,True,False,False,True,True
4,54,0,1,1,False,False,True,False,False,True,False,True
3,74,0,1,1,True,False,False,True,False,True,True,True
1,75,0,1,2,True,False,True,False,False,True,False,True
4,67,2,1,0,True,False,False,False,False,False,True,False
6,51,0,1,0,True,False,False,False,False,True,True,False
1,75,0,2,0,True,False,True,False,False,True,True,True
1,67,2,1,0,True,True,False,False,False,False,True,True
3,84,0,1,0,True,False,False,False,True,True,False,False
2,74,0,1,0,True,True,False,False,False,False,True,False
1,62,0,1,2,True,False,False,True,False,False,True,True
1,80,4,1,2,True,False,False,False,False,True,False,True
2,53,0,1,1,True,False,True,False,False,False,False,True
0,49,1,1,2,True,True,False,False,False,True,True,True
1,87,2,1,1,False,False,True,False,False,True,True,False
1,78,0,0,1,False,False,False,True,False,True,True,False
1,68,2,1,1,False,False,True,False,False,True,True,False
1,72,0,1,2,True,True,False,False,False,True,True,False
1,71,1,2,2,False,False,False,True,False,False,True,True
7,49,1,0,1,False,False,False,False,True,True,True,True
3,94,1,1,1,True,False,False,False,True,True,True,False
0,32,0,1,1,True,False,True,False,False,False,True,True
0,77,0,1,1,False,False,False,True,False,True,True,True
1,66,1,2,0,False,False,False,False,True,True,False,False
2,70,0,0,2,True,False,True,False,False,False,True,False
3,47,1,0,0,False,False,False,True,False,True,True,True
1,73,0,2,1,True,False,False,False,False,True,True,True
0,62,1,2,1,True,False,False,False,True,False,False,True
0,76,0,2,2,False,False,True,False,False,True,True,True
3,71,1,1,1,False,False,False,False,True,False,True,False
0,68,1,1,1,False,False,False,False,True,True,False,True
0,79,0,0,0,True,False,False,False,False,False,False,True
2,52,3,1,0,False,False,False,False,True,False,True,True
1,79,3,0,2,True,False,False,True,False,False,True,False
3,71,2,2,2,True,False,False,False,True,True,True,False
3,69,1,1,1,True,False,True,False,False,True,False,True
1,64,3,0,2,False,False,True,False,False,True,True,True
2,75,0,1,1,True,True,False,False,False,True,False,False
1,57,0,2,0,True,False,False,False,True,False,False,False
3,72,2,2,2,False,True,False,False,False,False,True,False
4,40,0,2,1,False,False,True,False,False,False,True,True
2,72,1,1,1,True,False,False,True,False,False,False,False
1,44,1,1,1,False,False,True,False,False,False,True,False
3,69,1,1,2,False,False,False,True,False,True,False,False
5,83,1,2,2,False,False,False,False,True,True,False,True
0,68,0,1,0,False,False,False,False,False,True,True,True
2,76,3,2,1,False,False,True,False,False,False,True,True
5,46,0,1,2,False,False,True,False,False,True,True,True
6,28,0,1,0,False,True,False,False,False,False,True,False
2,70,1,1,1,True,False,False,False,True,False,False,True
0,69,0,1,2,False,False,True,False,False,False,False,True
2,64,1,2,0,True,False,False,True,False,True,True,True
1,29,3,2,1,False,False,True,False,False,False,False,True
3,73,1,2,2,True,False,False,True,False,True,True,True
3,64,4,0,1,True,False,True,False,False,False,True,False
1,89,0,2,1,False,False,True,False,False,True,True,True
4,52,1,1,1,True,False,False,False,False,False,False,True
1,28,0,1,0,False,True,False,False,False,True,True,True
4,57,3,2,1,False,True,False,False,False,True,False,True
3,71,0,2,2,True,False,True,False,False,False,False,False
5,85,3,2,1,True,False,True,False,False,True,True,False
0,74,0,1,1,False,True,False,False,False,True,True,True
0,63,3,1,1,False,False,True,False,False,False,True,True
3,65,3,2,1,False,True,False,False,False,True,True,False
4,92,2,2,2,False,False,True,False,False,True,True,True
2,66,0,2,0,False,False,False,True,False,False,True,False
5,86,1,2,0,True,False,True,False,False,True,True,True
0,69,0,1,1,False,False,True,False,False,True,True,True
1,88,2,2,1,False,False,False,False,True,True,True,False
4,51,1,2,1,True,False,True,False,False,False,True,True
0,74,3,1,2,True,False,True,False,False,False,True,True
2,77,0,1,2,True,False,False,True,False,True,True,False
1,66,0,1,1,False,False,True,False,False,True,False,True
4,32,2,1,0,False,False,False,True,False,False,True,False
0,88,0,1,1,False,False,True,False,False,True,False,True
0,63,0,2,2,True,False,False,True,False,True,False,True
3,88,2,2,2,False,False,True,False,False,True,True,True
2,77,3,2,0,True,False,True,False,False,False,True,True
2,44,0,2,1,True,False,False,True,False,True,False,True
4,66,2,1,1,False,False,True,False,False,True,True,True
3,99,3,2,0,True,False,True,False,False,True,False,True
1,57,1,2,1,True,False,False,True,False,False,True,True
5,66,1,1,0,False,False,True,False,False,True,True,True
0,84,1,1,1,False,False,False,False,True,True,True,True
2,69,2,2,0,False,False,False,False,False,True,True,True
2,70,3,2,0,False,False,True,False,False,True,True,False
7,74,0,2,1,True,False,True,False,False,True,True,False
2,70,0,2,2,True,False,False,True,False,True,True,False
1,67,0,1,1,False,False,False,False,False,True,False,True
4,58,1,1,1,False,False,True,False,False,True,True,True
1,42,0,2,0,False,True,False,False,False,False,True,False
1,70,0,2,0,False,False,False,False,True,False,False,False
5,83,0,1,1,True,False,True,False,False,True,False,True
0,52,0,1,2,False,True,False,False,False,False,True,True
3,59,3,2,1,False,False,False,True,False,True,True,True
4,80,1,1,1,True,False,True,False,False,True,True,True
1,71,1,1,1,False,True,False,False,False,True,True,True
3,58,0,1,1,True,False,True,False,False,True,True,True
1,80,0,1,1,False,False,False,False,True,False,False,True
2,80,2,2,0,True,False,True,False,False,True,True,False
1,58,3,2,1,False,False,True,False,False,True,True,False
5,68,0,0,1,True,False,True,False,False,True,False,False
1,65,0,2,1,True,False,False,True,False,True,True,True
1,34,1,1,0,False,False,True,False,False,False,True,False
3,65,3,1,1,True,True,False,False,False,True,True,False
0,65,0,1,2,False,False,True,False,False,True,True,False
4,61,3,2,0,True,False,False,True,False,False,True,True
4,67,0,1,1,True,True,False,False,False,True,True,True
1,62,3,1,1,True,True,False,False,False,False,False,True
2,77,0,1,0,True,False,True,False,False,True,True,False
3,56,0,2,1,False,False,False,True,False,False,True,True
1,54,0,1,1,False,False,False,True,False,False,False,True
4,76,1,2,1,True,False,False,True,False,True,False,False
4,84,4,1,0,False,False,False,True,False,True,False,False
0,92,1,1,0,True,False,True,False,False,True,False,True
2,90,3,1,0,True,False,False,True,False,True,True,False
2,75,1,2,1,False,False,True,False,False,True,True,False
3,55,0,1,1,False,False,False,True,False,False,True,False
0,64,0,1,0,False,False,False,False,False,True,True,True
2,83,0,2,1,True,False,False,True,False,True,True,True
4,89,1,2,0,True,False,False,False,True,True,True,False
2,62,1,1,0,True,False,True,False,False,True,True,True
1,49,0,1,1,True,False,True,False,False,True,True,True
2,55,2,1,1,True,False,False,False,False,True,True,False
2,54,2,1,1,False,False,False,False,True,False,True,True
4,76,1,1,2,True,True,False,False,False,True,False,False
3,74,3,1,1,True,False,False,False,True,False,False,True
3,82,2,2,1,False,False,False,True,False,False,False,False
0,57,1,2,1,True,False,False,True,False,True,True,True
3,45,2,0,2,False,False,True,False,False,True,True,False
1,75,0,2,1,True,False,False,False,True,True,True,True
5,72,1,1,1,True,False,True,False,False,True,False,False
1,54,0,0,0,False,False,False,True,False,False,True,False
0,43,1,1,1,False,False,False,False,False,True,False,True
3,50,0,2,0,False,False,False,False,False,True,False,True
1,81,4,2,0,True,False,False,False,True,False,True,True
1,67,2,2,1,True,False,True,False,False,True,True,False
2,79,0,1,1,True,False,False,False,False,True,True,True
1,45,3,1,1,False,False,False,False,False,True,True,True
2,87,2,1,2,False,False,False,True,False,True,True,True
1,50,1,2,1,False,True,False,False,False,False,True,False
2,77,1,1,1,True,False,True,False,False,False,False,True
2,85,1,1,1,False,False,False,False,True,True,True,False
3,39,1,1,1,True,True,False,False,False,True,False,True
3,47,1,1,1,False,False,False,True,False,False,True,True
4,61,0,1,0,False,True,False,False,False,True,False,True
2,73,1,2,2,False,False,True,False,False,False,True,False
3,77,2,2,0,False,False,True,False,False,True,True,True
1,84,3,2,1,True,False,True,False,False,True,True,True
2,87,0,2,1,False,False,False,False,True,True,True,True
2,52,0,1,1,True,False,True,False,False,True,True,True
4,35,2,1,0,True,False,True,False,False,False,True,False
2,83,0,1,0,True,False,False,True,False,True,False,False
1,70,3,1,1,False,False,True,False,False,True,False,True
1,53,2,2,1,True,False,False,False,False,True,True,True
1,80,0,0,1,True,False,False,False,True,True,True,True
5,75,0,2,2,True,False,True,False,False,False,False,True
1,82,3,1,1,False,True,False,False,False,True,True,False
1,62,1,1,2,True,False,False,True,False,False,True,True
0,72,2,1,1,True,True,False,False,False,True,True,True
1,83,3,1,1,True,True,False,False,False,True,True,True
2,60,2,1,0,False,True,False,False,False,False,True,True
3,65,2,2,2,False,False,True,False,False,False,True,True
2,60,0,1,0,True,False,True,False,False,True,False,False
6,65,1,1,1,True,False,False,True,False,True,False,True
5,69,0,1,2,False,False,False,True,False,False,True,True
3,86,0,2,0,False,False,False,False,True,True,True,True
0,93,3,2,0,True,True,False,False,False,True,True,True
0,60,0,2,1,True,False,True,False,False,True,True,True
1,56,1,1,0,False,False,False,False,False,True,False,False
3,41,0,1,0,False,False,True,False,False,False,False,True
1,57,2,0,1,False,True,False,False,False,True,False,False
5,74,1,1,1,True,False,True,False,False,False,False,True
2,53,1,0,2,False,False,True,False,False,True,True,True
4,84,2,1,1,True,False,True,False,False,False,False,False
2,67,1,1,1,False,False,True,False,False,True,True,True
2,72,2,0,2,False,False,False,False,False,True,True,False
1,75,1,2,0,True,False,False,False,False,True,False,False
1,70,0,2,0,True,False,False,False,True,False,True,True
2,64,0,2,1,True,False,True,False,False,False,False,True
2,48,4,1,2,True,False,False,True,False,False,True,False
4,88,2,0,1,True,False,False,True,False,True,False,False
5,52,0,1,0,True,False,True,False,False,False,True,False
1,64,0,1,0,True,False,True,False,False,False,True,True
4,80,0,1,1,True,False,True,False,False,True,True,False
4,53,0,2,0,False,False,True,False,False,True,True,True
5,77,0,0,0,True,False,True,False,False,True,False,True
4,87,1,1,1,False,False,True,False,False,True,True,False
1,64,1,1,0,False,False,True,False,False,True,True,True
2,83,4,1,2,True,False,True,False,False,True,False,True
2,71,0,1,1,False,False,True,False,False,True,False,False
1,61,2,1,1,True,False,False,True,False,False,True,False
3,59,0,2,1,True,False,True,False,False,True,True,True
2,74,0,1,2,True,False,False,True,False,False,False,False
3,94,3,2,2,True,False,False,True,False,True,False,True
3,85,1,0,1,True,False,False,True,False,True,False,True
0,72,0,1,1,False,False,True,False,False,True,False,True
2,68,2,0,1,False,False,True,False,False,True,True,True
0,79,0,1,1,True,False,True,False,False,True,True,False
0,64,2,1,1,True,False,False,True,False,False,False,True
2,82,0,0,1,False,False,True,False,False,True,True,True
2,75,3,1,1,False,False,False,True,False,True,True,False
4,58,4,2,2,True,False,True,False,False,False,True,True
2,67,2,2,1,False,True,False,False,False,True,True,False
3,80,4,0,1,False,False,True,False,False,True,True,True
1,77,0,2,0,True,False,True,False,False,True,True,False
4,45,2,1,2,False,False,False,True,False,False,True,True
1,93,4,0,2,True,False,True,False,False,True,True,True
1,84,2,1,0,False,True,False,False,False,True,True,True
5,43,1,2,2,False,False,True,False,False,False,True,False
1,70,1,1,2,True,True,False,False,False,True,False,True
3,72,1,1,0,False,False,False,True,False,False,True,True
4,70,4,1,1,False,False,True,False,False,False,False,True
1,85,3,2,1,False,False,True,False,False,True,True,True
1,53,1,1,0,False,False,False,True,False,True,True,False
3,62,1,2,1,False,False,True,False,False,True,False,False
3,70,1,1,1,False,False,False,False,False,False,False,True
2,70,3,1,0,True,False,False,True,False,True,True,True
1,87,4,1,2,True,True,False,False,False,True,True,False
2,80,1,0,0,False,False,False,True,False,True,True,True
1,84,4,1,2,False,False,True,False,False,True,True,True
0,82,4,1,1,False,False,False,False,True,False,True,True
1,60,1,1,0,False,False,True,False,False,False,True,False
2,41,0,1,0,True,False,True,False,False,False,True,True
4,68,3,2,2,True,True,False,False,False,False,True,False
3,55,3,1,1,True,False,True,False,False,False,True,True
2,53,2,2,0,False,False,True,False,False,False,True,True
1,96,1,2,0,True,False,False,False,True,True,True,False
0,41,1,2,1,True,False,False,True,False,False,True,True
2,64,0,1,0,False,False,False,False,True,False,False,True
1,74,0,1,0,False,False,False,True,False,True,False,True
1,78,2,2,1,False,False,True,False,False,True,False,True
1,53,0,2,0,True,False,False,False,True,True,False,False
3,75,0,1,1,True,False,True,False,False,True,False,True
4,48,2,1,1,False,False,True,False,False,True,False,True
0,71,0,1,1,True,False,True,False,False,False,True,True
2,50,3,1,1,False,False,True,False,False,True,True,False
0,65,0,0,2,True,True,False,False,False,True,True,True
2,89,3,2,1,True,False,False,True,False,True,False,False
1,44,3,0,0,False,False,False,True,False,False,True,True
1,54,1,1,1,True,False,True,False,False,True,True,True
0,41,1,2,1,False,True,False,False,False,False,True,True
0,70,0,2,0,False,False,False,True,False,True,True,True
5,82,2,2,1,True,False,True,False,False,False,True,False
2,62,0,1,1,False,False,False,False,False,True,True,True
3,66,1,2,0,False,False,False,False,True,False,True,False
1,57,0,1,1,True,False,False,True,False,True,True,True
5,60,1,2,1,True,True,False,False,False,True,True,False
0,79,1,1,2,True,False,True,False,False,True,True,True
4,67,1,1,1,False,False,False,True,False,False,False,False
1,65,1,1,0,True,False,False,True,False,True,True,True
1,96,1,2,2,False,False,False,True,False,True,True,False
1,48,0,2,1,True,False,False,True,False,False,True,True
1,86,2,1,0,False,False,False,False,True,False,True,True
2,87,0,1,1,True,False,True,False,False,True,True,False
1,94,1,0,0,True,False,False,True,False,True,False,True
5,72,3,1,1,False,False,False,False,True,True,True,False
4,83,1,1,1,False,False,True,False,False,True,False,True
3,72,1,1,1,False,False,False,False,True,False,True,True
4,73,1,1,1,True,False,True,False,False,True,True,False
1,90,2,1,1,True,False,True,False,False,True,False,True
1,33,2,1,2,False,False,True,False,False,True,True,True
3,64,2,0,1,False,False,False,False,True,True,True,True
0,49,3,0,1,False,False,True,False,False,True,True,True
3,54,1,1,0,False,False,True,False,False,True,True,True
3,85,0,2,0,True,False,True,False,False,True,False,True
2,64,2,1,0,True,False,True,False,False,True,False,True
3,61,1,0,1,True,False,True,False,False,False,True,True
3,49,3,1,1,False,False,True,False,False,True,True,True
2,72,1,0,1,False,False,False,True,False,True,True,True
1,77,0,0,1,False,False,False,False,True,True,True,True
3,65,2,1,0,True,False,True,False,False,True,True,True
3,100,2,1,1,False,False,False,False,True,True,True,True
1,43,0,1,2,False,False,False,True,False,False,True,False
1,45,0,1,0,False,False,True,False,False,True,True,True
5,56,2,1,0,True,False,True,False,False,False,True,True
5,40,1,2,1,False,False,True,False,False,False,True,False
2,65,0,2,1,False,False,True,False,False,True,False,True
3,65,1,2,2,False,False,False,True,False,False,False,True
2,60,2,2,2,True,False,False,True,False,False,True,True
1,57,0,1,0,False,False,True,False,False,True,True,False
0,58,4,2,0,False,False,True,False,False,True,True,True
1,78,4,2,1,False,False,False,True,False,False,False,True
2,66,0,1,1,True,True,False,False,False,True,True,False
1,81,1,2,1,True,False,True,False,False,True,False,False
0,63,3,1,1,True,False,True,False,False,False,True,True
4,53,1,0,1,True,False,True,False,False,False,True,True
3,34,0,1,0,True,True,False,False,False,False,True,False
1,67,1,2,1,False,False,True,False,False,True,False,True
3,83,0,2,0,True,True,False,False,False,True,True,True
1,68,0,1,0,True,False,False,True,False,True,True,True
0,71,1,2,2,True,False,False,True,False,True,False,True
2,78,3,2,1,False,False,True,False,False,True,True,True
3,85,1,1,2,False,False,True,False,False,True,True,True
1,84,0,1,2,True,False,True,False,False,True,True,False
3,68,2,1,1,False,False,False,False,True,False,True,True
1,64,2,2,1,True,False,False,True,False,False,True,True
2,88,4,2,0,True,False,False,True,False,True,True,True
2,79,3,1,1,False,False,False,True,False,True,False,True
1,87,0,1,2,False,False,False,False,True,True,False,True
1,67,0,1,1,False,True,False,False,False,True,False,True
1,44,2,1,1,True,True,False,False,False,False,True,True
3,74,2,2,2,False,True,False,False,False,True,False,True
2,75,3,1,1,False,False,True,False,False,True,False,False
2,71,2,1,1,True,True,False,False,False,True,True,True
3,59,0,2,1,True,False,False,True,False,True,True,False
0,69,2,1,1,True,False,True,False,False,True,False,True
4,67,4,0,1,False,False,True,False,False,True,True,True
1,48,0,0,1,True,False,False,False,True,True,False,False
3,83,0,1,0,False,False,False,True,False,True,True,False
0,100,2,1,1,True,True,False,False,False,True,True,True
1,58,0,2,1,True,True,False,False,False,False,False,True
1,82,0,2,0,True,False,False,False,True,True,True,False
3,55,0,1,1,True,False,False,True,False,False,True,True
3,72,2,2,2,True,False,False,True,False,True,True,True
3,98,2,1,1,True,False,True,False,False,True,False,True
1,67,0,1,1,False,False,True,False,False,True,True,True
3,45,3,1,1,True,True,False,False,False,True,True,True
2,57,2,0,1,True,True,False,False,False,False,True,False
1,58,0,2,0,False,False,False,True,False,False,False,False
1,50,1,0,1,True,True,False,False,False,True,True,True
0,70,0,1,0,True,True,False,False,False,False,True,True
2,68,3,1,1,True,True,False,False,False,False,False,True
2,52,0,2,0,False,False,False,True,False,True,True,True
3,93,1,1,1,True,False,False,True,False,True,False,True
1,70,2,2,0,False,False,False,True,False,False,False,True
1,69,1,0,1,False,True,False,False,False,True,False,False
3,72,0,1,1,True,False,False,True,False,True,False,True
1,54,0,2,1,True,False,False,True,False,True,True,True
2,78,2,1,1,True,False,False,False,False,True,False,True
0,53,2,0,1,False,False,False,False,True,False,True,True
1,64,2,1,0,True,False,False,True,False,False,False,True
0,99,0,2,0,False,False,False,False,True,True,True,True
2,70,2,1,2,False,False,True,False,False,False,False,True
1,57,3,2,2,True,False,True,False,False,True,False,False
1,99,4,1,1,True,True,False,False,False,True,True,True
2,74,2,1,1,False,False,False,False,True,True,True,True
1,69,4,2,1,True,False,True,False,False,False,True,True
0,51,2,0,1,False,False,True,False,False,False,True,True
4,100,3,1,2,True,True,False,False,False,True,True,True
3,85,0,2,0,True,True,False,False,False,True,True,False
2,91,2,2,1,False,False,False,False,True,True,False,True
1,54,0,1,0,False,False,False,True,False,False,False,True
3,44,1,1,0,False,False,True,False,False,False,True,True
0,91,0,1,1,True,False,False,False,False,True,True,True
3,82,1,2,1,False,False,True,False,False,True,True,False
1,74,2,2,1,True,False,True,False,False,True,True,True
1,71,1,1,2,True,False,False,True,False,True,True,True
0,82,1,1,2,True,True,False,False,False,True,False,True
1,40,1,1,1,False,False,True,False,False,False,True,True
0,85,2,0,1,True,False,True,False,False,True,True,True
1,90,2,1,1,False,False,True,False,False,True,True,True
1,30,0,1,0,False,True,False,False,False,False,True,False
2,78,4,0,1,True,False,False,False,True,True,True,True
1,70,1,1,1,True,False,False,True,False,True,False,True
1,64,0,1,1,False,False,True,False,False,True,True,True
3,83,2,2,1,True,False,False,True,False,True,False,True
0,71,3,1,2,False,False,False,True,False,True,False,True
3,55,1,0,2,False,False,False,False,False,False,False,True
2,55,0,1,0,True,False,False,True,False,True,True,True
7,71,2,1,1,False,False,False,False,False,True,True,False
1,53,3,1,0,True,False,True,False,False,True,False,False
2,67,1,2,2,True,True,False,False,False,False,True,False
3,78,2,1,0,True,False,True,False,False,True,True,False
6,50,0,2,1,True,True,False,False,False,False,True,False
1,49,2,2,1,True,False,False,True,False,False,True,True
1,77,3,1,1,True,False,False,True,False,True,False,False
5,79,1,0,2,False,False,False,True,False,False,True,False
3,73,2,1,1,True,False,True,False,False,True,True,True
1,58,1,1,2,False,False,True,False,False,True,True,True
4,81,0,1,2,True,True,False,False,False,True,True,True
1,50,0,1,1,True,False,True,False,False,False,True,False
3,57,0,2,1,False,True,False,False,False,True,True,True
0,63,0,1,0,True,False,False,True,False,True,True,True
0,68,0,2,2,True,False,False,False,True,True,True,True
4,57,1,1,2,True,False,False,False,True,False,True,False
4,74,0,1,0,True,False,False,True,False,True,True,False
3,71,2,1,1,True,False,True,False,False,False,True,True
2,96,2,2,1,True,False,False,True,False,True,False,False
1,75,1,2,2,True,False,True,False,False,False,False,False
2,52,0,2,1,True,False,False,False,False,True,True,True
1,65,1,1,0,False,False,False,False,True,True,True,False
2,64,1,2,1,False,False,True,False,False,False,True,True
2,60,1,0,1,True,True,False,False,False,True,True,True
3,87,2,1,1,True,False,False,False,True,True,True,True
3,38,0,1,2,False,False,True,False,False,False,True,False
0,48,0,1,1,False,False,True,False,False,True,False,True
3,87,4,1,1,True,False,True,False,False,True,False,True
1,66,0,0,1,False,False,True,False,False,False,False,True
2,61,1,2,1,True,True,False,False,False,True,True,True
2,86,3,1,1,True,False,True,False,False,True,True,False
2,72,1,1,2,True,True,False,False,False,True,False,True
4,88,4,1,2,False,True,False,False,False,True,True,True
1,63,4,1,1,True,False,True,False,False,False,True,True
0,67,0,1,1,True,False,True,False,False,False,False,True
1,75,0,1,1,True,False,False,True,False,True,False,False
0,80,2,1,1,False,True,False,False,False,True,True,True
1,78,0,1,1,False,False,True,False,False,True,False,True
2,75,0,2,0,False,False,False,False,True,True,True,True
3,67,2,1,1,False,False,True,False,False,True,False,True
1,80,3,2,0,True,False,False,True,False,True,True,True
2,71,3,1,0,False,False,False,False,False,True,False,True
3,46,0,1,0,True,False,True,False,False,False,True,True
1,68,1,1,0,False,False,False,False,True,True,True,True
0,29,0,0,2,False,False,False,True,False,False,True,True
7,64,2,2,1,True,False,True,False,False,False,True,False
1,81,4,2,1,True,False,True,False,False,True,False,True
2,58,1,1,1,False,False,False,True,False,True,True,False
3,67,2,2,1,True,False,False,True,False,False,True,True
2,66,1,1,0,False,True,False,False,False,True,True,False
3,85,0,1,1,False,False,True,False,False,True,True,True
4,59,4,1,2,False,True,False,False,False,False,True,True
3,100,4,2,2,True,False,False,False,True,True,True,True
1,67,1,2,1,True,False,True,False,False,True,True,False
6,61,2,1,0,True,False,True,False,False,True,True,False
3,92,0,1,0,True,False,False,False,True,True,False,False
0,49,0,0,1,True,False,False,True,False,True,True,True
2,47,4,1,0,False,False,False,False,False,True,True,False
2,96,4,1,2,True,True,False,False,False,True,True,False
2,77,1,0,1,True,False,False,False,True,True,True,True
2,84,1,2,1,False,True,False,False,False,True,True,True
3,63,1,2,1,True,False,False,False,True,False,True,True
3,51,0,1,2,True,False,False,True,False,False,False,False
3,69,2,0,1,False,False,False,True,False,True,True,True
3,50,0,0,1,False,False,False,True,False,True,True,True
1,58,0,1,2,True,True,False,False,False,False,False,True
4,52,3,1,2,False,True,False,False,False,True,True,True
1,89,2,1,1,False,False,True,False,False,True,False,True
2,72,0,1,1,True,False,True,False,False,True,True,False
1,39,0,2,0,False,False,True,False,False,False,True,True
0,62,2,1,1,False,False,False,False,True,True,True,True
3,72,0,0,0,True,False,False,False,True,False,True,False
1,41,1,2,1,False,False,False,False,False,False,False,True
0,48,0,0,1,False,False,False,True,False,False,True,True
1,41,1,2,1,True,False,False,True,False,False,True,True
0,67,0,2,1,True,False,False,False,True,False,False,True
1,45,0,2,2,False,False,False,True,False,False,True,True
0,55,2,1,0,False,True,False,False,False,False,True,True
4,60,0,1,0,False,False,True,False,False,True,True,False
2,71,0,0,0,True,False,True,False,False,True,True,True
4,74,2,2,2,False,False,True,False,False,True,False,True
2,62,1,0,2,False,True,False,False,False,False,True,True
2,47,0,1,2,False,True,False,False,False,True,True,False
0,67,0,1,0,True,False,False,False,True,False,False,True
1,53,2,2,1,False,True,False,False,False,False,True,False
3,81,1,1,1,False,False,False,False,True,False,True,True
2,85,3,2,2,False,False,False,True,False,True,False,True
1,56,3,1,1,True,False,False,True,False,True,True,True
2,58,0,2,1,False,False,False,True,False,True,True,True
0,62,3,1,1,False,False,False,False,True,True,True,True
4,64,0,0,1,False,False,False,True,False,True,True,False
2,85,1,1,1,False,False,False,False,False,True,True,True
2,68,2,0,1,False,False,True,False,False,True,False,False
2,73,0,2,0,True,False,True,False,False,True,True,True
3,68,3,2,2,True,True,False,False,False,True,True,True
1,50,2,2,1,True,True,False,False,False,False,True,False
1,58,0,2,0,True,False,True,False,False,False,True,False
3,55,1,2,0,False,False,False,True,False,True,True,True
3,65,0,1,2,False,False,True,False,False,True,True,False
1,91,4,2,1,True,False,True,False,False,True,False,True
2,50,3,1,0,False,False,True,False,False,True,True,False
2,72,0,2,0,True,False,False,False,False,False,True,False
0,59,2,1,0,True,False,True,False,False,True,True,True
1,38,0,2,2,True,False,True,False,False,False,True,True
