NrSiblings,MathScore,WritingScore,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
2,53,58,0,2,1,0,1,0,0,0,1,1,0
1,87,69,1,2,0,1,0,0,1,0,1,1,1
4,66,60,0,1,0,1,0,0,0,1,1,0,1
0,69,59,0,2,0,1,0,1,0,0,1,1,1
2,65,57,0,2,0,1,0,1,0,0,1,1,1
0,100,100,3,1,2,1,0,0,0,1,0,0,1
2,78,68,2,2,0,1,0,1,0,0,0,1,0
1,73,82,4,2,1,0,0,1,0,0,1,1,1
1,34,51,3,1,1,0,1,0,0,0,1,1,1
2,71,73,0,0,0,1,0,0,1,0,0,0,0
1,56,61,0,2,2,0,0,1,0,0,1,0,0
2,79,71,1,2,1,1,0,1,0,0,1,1,0
1,67,57,2,1,1,1,0,0,0,0,0,1,1
2,69,58,0,1,1,1,0,0,1,0,1,0,1
1,70,68,3,1,1,1,0,1,0,0,1,1,1
4,77,66,0,1,0,1,0,1,0,0,1,1,0
0,77,58,0,2,2,1,1,0,0,0,1,1,1
1,66,70,0,2,2,0,0,0,0,0,1,0,1
2,27,40,1,2,0,0,1,0,0,0,0,1,0
1,72,79,0,2,1,1,0,1,0,0,1,0,1
4,32,47,1,1,0,0,0,1,0,0,1,1,1
2,50,44,0,1,0,1,0,1,0,0,1,0,1
1,81,78,1,2,2,0,0,0,0,1,1,1,1
3,98,90,2,1,1,1,0,0,1,0,1,1,1
2,82,100,3,1,1,0,1,0,0,0,1,1,1
0,46,63,0,2,2,0,0,1,0,0,0,1,1
4,74,75,3,1,0,1,0,1,0,0,1,0,1
1,62,56,0,1,0,1,0,0,1,0,1,1,1
1,62,61,2,1,0,1,0,1,0,0,0,1,1
1,56,51,1,2,1,1,0,1,0,0,1,1,1
1,72,78,4,2,1,1,1,0,0,0,1,1,1
1,80,71,3,2,2,1,0,0,1,0,0,0,1
2,50,55,4,2,2,0,0,1,0,0,0,1,1
4,98,93,0,2,1,1,0,1,0,0,1,0,1
5,67,76,2,1,1,0,0,0,1,0,0,1,1
4,91,87,2,1,0,1,0,0,1,0,1,1,1
4,66,74,0,2,2,1,0,0,1,0,0,0,1
1,88,69,2,1,1,1,1,0,0,0,1,1,1
1,90,94,3,2,1,0,0,1,0,0,1,1,1
4,99,89,2,1,2,1,0,0,1,0,1,1,0
3,73,62,0,1,1,1,0,0,0,0,1,1,0
0,72,82,1,1,1,0,0,1,0,0,0,1,1
1,59,56,2,2,1,1,0,0,1,0,0,1,1
3,61,57,0,2,1,1,0,0,1,0,0,1,0
1,64,69,0,1,0,0,1,0,0,0,1,1,1
1,51,41,0,1,1,1,0,0,1,0,0,1,0
1,44,42,1,2,1,1,0,0,1,0,1,1,0
4,70,71,0,1,1,0,0,0,1,0,1,0,1
4,78,61,0,1,0,1,1,0,0,0,1,1,1
1,44,50,0,2,0,0,1,0,0,0,0,0,1
3,66,75,1,1,1,0,0,1,0,0,1,1,0
3,92,88,2,2,1,0,0,0,0,1,1,1,0
3,78,76,3,1,1,1,0,1,0,0,0,0,0
1,54,56,1,2,0,1,1,0,0,0,0,1,1
5,53,60,1,1,1,1,0,0,0,1,0,0,0
2,42,52,1,0,1,0,0,1,0,0,1,1,0
2,53,74,0,1,2,0,0,0,1,0,1,1,0
2,84,74,0,2,1,1,1,0,0,0,1,1,1
2,61,62,0,1,0,0,1,0,0,0,1,1,1
5,88,83,0,2,1,0,0,1,0,0,1,1,0
6,59,65,2,0,1,0,0,1,0,0,1,1,0
5,57,57,2,1,0,1,0,0,1,0,0,1,1
2,49,62,0,1,1,0,1,0,0,0,1,0,1
2,90,87,0,0,1,0,0,1,0,0,1,1,1
3,52,49,0,1,0,1,0,1,0,0,0,1,1
3,68,72,1,2,2,1,1,0,0,0,0,0,0
2,52,49,1,1,2,1,0,1,0,0,1,1,0
1,64,70,0,1,0,0,0,1,0,0,0,0,0
1,71,67,0,1,2,1,0,1,0,0,1,1,0
0,63,68,0,1,1,0,1,0,0,0,1,1,1
4,49,61,1,1,0,0,1,0,0,0,0,1,1
3,67,70,2,2,1,1,0,1,0,0,1,1,0
0,81,81,4,2,1,0,0,0,0,1,1,1,1
3,42,37,0,2,1,1,0,1,0,0,0,1,1
5,69,75,1,0,1,0,0,0,0,1,0,1,1
3,88,83,3,1,1,1,1,0,0,0,1,0,1
3,32,35,4,1,1,1,0,1,0,0,0,0,1
3,78,75,0,1,1,0,0,0,0,1,1,1,1
1,84,95,3,0,0,0,0,0,1,0,1,0,1
2,46,56,1,0,1,0,0,0,1,0,0,0,1
2,62,67,2,2,1,1,0,0,1,0,0,0,0
2,64,60,0,2,0,1,0,0,1,0,1,1,0
2,78,98,2,2,0,0,0,1,0,0,0,0,1
2,81,89,1,2,1,0,0,0,0,1,0,0,0
4,95,96,0,0,1,0,0,1,0,0,1,0,0
0,78,76,0,2,1,0,0,1,0,0,1,0,1
2,95,76,3,1,1,1,0,1,0,0,1,1,1
1,75,56,1,0,0,1,0,1,0,0,1,1,1
0,64,51,0,1,0,1,0,0,0,1,1,1,1
2,88,81,0,1,2,1,0,1,0,0,1,0,0
0,82,99,3,2,2,0,0,0,1,0,1,0,1
1,62,55,1,1,1,1,0,1,0,0,1,1,1
6,75,84,4,2,1,0,0,0,1,0,1,1,0
4,62,55,2,1,0,1,0,1,0,0,1,1,1
5,87,84,3,0,2,1,0,1,0,0,1,1,0
1,46,45,3,0,1,1,0,0,1,0,1,1,1
3,70,84,3,1,0,0,0,0,1,0,0,1,1
2,57,62,1,1,1,0,0,1,0,0,1,1,1
1,79,87,1,1,1,1,0,1,0,0,1,0,0
0,67,71,2,2,1,0,1,0,0,0,1,0,1
1,50,66,0,2,2,0,0,1,0,0,1,0,1
5,61,65,0,2,2,0,1,0,0,0,0,0,1
1,73,64,2,1,1,1,0,1,0,0,1,1,0
3,56,44,1,0,1,1,1,0,0,0,0,0,1
3,53,67,3,1,0,0,0,0,1,0,0,1,0
2,82,88,2,2,1,1,0,0,1,0,1,1,1
2,88,97,2,1,1,0,0,1,0,0,1,0,1
4,72,69,0,2,0,0,0,0,1,0,1,1,0
1,76,79,4,1,0,0,0,0,1,0,1,1,1
1,86,94,2,2,1,0,0,1,0,0,1,1,0
1,62,54,2,1,1,1,0,1,0,0,1,1,1
0,82,75,3,2,1,1,1,0,0,0,1,1,1
3,62,76,3,1,1,0,0,1,0,0,0,0,0
0,36,53,1,1,1,0,0,1,0,0,0,1,1
2,39,32,1,1,0,1,0,1,0,0,0,1,0
3,66,66,4,1,0,1,0,1,0,0,1,1,0
3,100,99,3,1,2,1,0,0,1,0,1,0,1
2,59,69,0,2,0,0,0,1,0,0,1,1,1
1,87,79,1,1,1,1,0,0,0,1,1,1,1
3,63,74,0,1,0,0,0,0,0,0,0,1,1
2,37,43,2,1,1,0,1,0,0,0,1,1,0
2,63,56,0,2,2,1,1,0,0,0,1,1,1
0,70,60,2,1,1,1,0,1,0,0,0,0,1
3,65,60,3,2,1,1,0,1,0,0,0,1,1
2,72,76,1,1,2,0,1,0,0,0,1,0,1
1,100,100,2,1,2,1,0,0,0,1,1,0,1
2,93,82,0,1,0,1,0,0,1,0,1,1,1
1,79,73,0,1,0,1,1,0,0,0,1,1,1
5,58,64,2,2,1,1,1,0,0,0,1,1,1
0,70,68,0,2,1,0,0,1,0,0,1,1,1
0,83,89,0,1,1,1,0,0,1,0,1,0,1
3,54,55,0,2,1,0,1,0,0,0,0,1,0
2,79,74,0,1,0,1,0,0,0,1,0,1,1
3,83,60,1,0,1,1,0,1,0,0,1,1,1
0,67,58,0,2,1,1,0,1,0,0,1,1,1
1,45,55,0,1,1,0,0,1,0,0,0,1,0
2,54,53,1,1,0,1,0,1,0,0,0,1,0
4,79,87,0,0,2,0,1,0,0,0,1,0,1
2,77,78,3,1,0,1,0,0,0,1,1,1,1
0,74,77,1,2,1,0,0,0,1,0,1,1,1
4,71,67,0,2,2,1,0,1,0,0,1,0,1
3,64,69,2,0,1,1,1,0,0,0,1,0,1
3,75,90,0,1,1,0,0,1,0,0,1,1,1
3,32,33,1,1,1,1,0,0,0,0,0,1,1
2,62,74,4,2,1,0,0,0,1,0,0,1,1
2,82,70,2,1,2,1,0,0,0,1,1,1,1
1,81,80,0,1,0,1,1,0,0,0,1,0,0
4,51,47,0,0,0,1,0,1,0,0,1,1,1
3,95,92,0,2,1,0,0,0,0,1,1,1,0
3,53,49,0,1,0,1,1,0,0,0,0,0,1
2,81,86,3,1,0,0,0,0,1,0,1,1,1
2,68,73,0,1,1,0,0,1,0,0,1,0,0
5,92,100,2,1,1,0,0,1,0,0,1,0,1
3,74,73,4,2,0,1,0,1,0,0,0,1,1
2,61,51,3,2,2,1,0,1,0,0,1,1,0
3,100,92,3,1,2,1,0,0,0,1,1,1,1
1,78,61,0,1,2,1,1,0,0,0,1,1,1
2,81,83,0,2,2,1,0,0,0,0,1,0,1
1,44,59,2,2,1,0,0,1,0,0,0,1,0
1,94,91,3,1,1,1,0,1,0,0,0,1,0
2,85,83,3,1,1,1,0,0,1,0,1,1,0
5,65,61,0,1,0,1,0,0,0,0,0,0,0
0,39,52,4,1,2,0,1,0,0,0,0,1,1
4,90,80,3,2,0,1,1,0,0,0,1,1,1
3,76,86,0,0,1,0,1,0,0,0,1,0,1
1,88,98,1,1,0,0,0,1,0,0,1,1,0
1,67,61,1,1,2,1,0,0,1,0,1,1,1
0,62,72,4,1,1,0,0,1,0,0,1,0,1
1,96,85,0,1,1,1,1,0,0,0,1,0,0
1,67,68,0,1,2,0,0,0,0,1,0,1,1
4,63,71,1,2,1,1,0,1,0,0,1,0,0
2,85,84,0,2,0,1,0,0,0,1,1,0,1
0,55,54,1,1,0,1,0,0,0,0,0,1,1
2,70,68,0,2,1,1,0,1,0,0,1,0,1
5,62,77,0,1,2,0,0,0,0,0,1,0,1
1,68,53,0,1,0,1,0,0,0,0,1,1,0
2,27,40,1,1,1,0,0,0,0,0,0,1,0
0,60,63,1,1,2,1,0,1,0,0,0,1,1
1,70,63,2,1,1,1,0,0,1,0,1,1,1
1,66,60,2,2,2,1,1,0,0,0,1,1,1
1,75,84,4,1,1,0,0,0,0,1,0,1,1
3,85,71,2,1,0,1,0,0,1,0,1,1,1
2,65,79,3,1,0,0,0,0,0,1,1,1,0
0,70,62,2,2,1,1,0,1,0,0,1,0,1
3,53,55,0,2,1,1,0,1,0,0,0,1,0
1,64,68,4,2,0,0,1,0,0,0,1,1,0
0,42,44,1,1,1,1,1,0,0,0,0,0,1
2,64,66,0,2,1,0,0,1,0,0,1,1,0
4,99,100,2,2,2,1,0,0,0,0,1,0,1
0,85,91,3,2,1,0,0,0,1,0,1,1,1
0,45,54,1,2,1,0,0,1,0,0,1,1,1
0,51,65,3,1,1,0,0,1,0,0,0,1,1
0,62,70,2,1,2,0,0,1,0,0,1,1,1
2,79,83,0,2,1,1,0,1,0,0,1,0,1
3,52,72,0,1,1,0,0,1,0,0,0,0,1
1,57,66,4,1,1,0,1,0,0,0,1,0,1
1,44,58,0,2,1,0,0,0,0,0,1,1,1
1,53,65,2,2,0,0,0,1,0,0,0,1,0
1,46,62,1,1,1,0,1,0,0,0,0,1,0
6,37,31,0,0,0,1,0,0,1,0,1,1,1
3,57,69,1,2,2,0,0,1,0,0,0,1,1
0,79,95,0,1,1,0,0,0,0,1,1,0,1
1,55,39,0,1,0,1,0,1,0,0,1,1,1
5,59,50,0,0,1,1,1,0,0,0,1,1,1
2,62,47,0,2,1,1,0,0,0,1,0,1,0
2,46,36,0,2,1,1,0,1,0,0,0,1,1
0,57,57,2,2,1,1,0,1,0,0,1,1,1
2,55,62,0,1,1,0,0,1,0,0,0,1,0
2,87,87,2,2,1,1,0,0,0,1,1,0,1
4,71,64,0,0,0,1,0,0,1,0,0,1,1
5,64,67,3,1,1,1,0,1,0,0,1,0,1
3,66,72,3,2,1,1,0,1,0,0,0,0,1
2,75,55,0,1,1,1,0,1,0,0,1,1,0
6,40,44,0,1,0,1,1,0,0,0,0,1,1
1,57,58,1,0,1,1,1,0,0,0,1,1,1
2,64,75,2,2,1,0,0,0,1,0,1,1,0
2,77,82,0,2,1,0,0,1,0,0,1,0,1
2,57,51,0,1,1,1,1,0,0,0,1,0,0
3,78,78,2,2,1,1,1,0,0,0,0,0,0
3,56,49,0,1,1,0,0,0,0,1,1,1,1
2,66,61,1,1,1,1,0,0,1,0,1,1,1
2,78,74,0,2,2,0,0,1,0,0,1,1,1
0,68,53,0,1,1,1,1,0,0,0,1,1,1
0,45,61,0,1,0,0,0,0,0,0,0,1,1
1,75,78,3,1,2,1,0,1,0,0,0,1,0
3,50,67,3,2,0,0,0,1,0,0,0,1,1
2,86,80,2,2,2,1,0,0,0,1,1,0,0
2,51,59,2,1,1,0,0,0,1,0,1,1,0
0,36,35,0,1,2,1,0,1,0,0,0,1,1
2,76,89,0,2,1,0,1,0,0,0,1,0,1
2,62,55,0,2,1,1,0,0,0,0,1,1,1
2,80,77,0,0,1,1,0,0,1,0,1,1,1
0,75,94,3,2,1,0,1,0,0,0,1,1,1
2,40,47,0,2,0,0,0,0,1,0,0,1,1
1,48,39,1,0,2,1,0,1,0,0,1,1,1
1,93,100,0,2,2,0,0,0,0,1,1,0,1
1,72,82,4,2,2,0,1,0,0,0,1,0,1
3,49,53,0,1,0,0,0,1,0,0,1,1,1
2,79,71,0,1,1,1,0,0,0,1,1,1,1
2,71,78,1,1,2,0,0,1,0,0,1,1,1
3,62,62,0,1,1,1,0,1,0,0,1,1,1
2,71,76,1,1,1,0,0,0,1,0,1,1,0
3,57,72,1,1,0,0,0,0,1,0,0,1,1
2,79,75,0,1,0,1,1,0,0,0,1,0,0
2,52,56,1,1,0,1,0,1,0,0,0,1,1
3,48,41,0,1,0,1,0,0,0,0,1,1,1
1,59,79,0,0,0,0,0,1,0,0,1,0,1
5,48,52,1,2,0,0,0,0,0,1,0,1,1
0,72,87,0,1,1,0,0,1,0,0,1,0,1
1,50,57,0,2,0,0,0,1,0,0,0,1,1
4,77,71,0,1,2,1,0,1,0,0,1,1,1
4,66,76,4,0,2,1,1,0,0,0,0,0,1
2,97,94,4,2,1,1,1,0,0,0,1,1,1
4,71,62,0,1,1,0,0,0,1,0,1,1,1
2,70,73,1,2,1,0,0,0,0,1,0,1,1
1,35,40,1,2,0,0,0,0,0,0,1,1,0
1,48,41,2,2,1,1,1,0,0,0,1,1,1
3,62,71,3,1,1,0,0,1,0,0,1,1,0
2,59,55,2,2,1,1,0,1,0,0,0,1,1
3,56,70,0,1,1,0,0,1,0,0,1,1,0
1,98,93,4,2,0,1,0,0,0,1,1,1,1
1,68,71,3,1,0,0,0,0,0,0,1,1,0
1,51,56,1,2,1,0,0,0,1,0,0,1,0
3,62,79,0,2,1,0,1,0,0,0,1,0,0
1,72,82,4,1,1,0,1,0,0,0,1,0,1
0,90,97,0,1,1,0,0,0,0,1,1,1,1
1,87,93,4,1,1,0,0,0,0,1,1,1,0
4,58,66,3,2,1,0,0,1,0,0,0,1,1
2,58,52,0,2,2,1,1,0,0,0,1,1,1
3,63,60,2,1,1,0,0,1,0,0,1,1,1
2,69,81,1,1,0,0,0,0,1,0,0,0,1
3,38,47,1,0,1,0,0,1,0,0,0,1,1
1,93,100,1,2,0,0,1,0,0,0,1,1,1
3,85,81,1,1,1,0,0,0,0,1,1,1,1
0,50,52,0,0,2,0,0,0,1,0,0,1,1
5,48,46,1,1,0,1,0,0,1,0,0,1,1
1,57,72,0,2,1,0,0,0,1,0,0,1,1
1,48,39,1,1,1,1,1,0,0,0,0,1,0
2,62,49,0,1,0,1,0,0,0,1,0,1,1
0,82,78,0,1,1,1,1,0,0,0,1,1,1
1,88,84,0,1,1,0,0,1,0,0,1,1,0
1,50,51,1,0,1,0,0,0,0,1,1,1,1
1,79,72,1,1,1,1,0,0,1,0,1,1,0
1,61,67,1,0,0,0,0,1,0,0,0,1,0
3,82,78,2,2,1,1,0,1,0,0,0,1,0
2,84,94,2,0,0,0,1,0,0,0,1,0,1
2,86,78,4,1,1,1,0,1,0,0,0,0,1
5,79,70,1,2,1,1,1,0,0,0,1,1,1
1,64,66,0,1,1,1,0,0,1,0,0,0,0
1,70,65,0,0,1,1,1,0,0,0,1,0,1
3,50,45,0,0,1,1,1,0,0,0,0,1,1
5,46,38,0,0,0,1,0,1,0,0,0,1,0
2,48,45,0,2,1,1,0,1,0,0,0,1,1
2,79,77,2,2,2,0,1,0,0,0,1,1,1
3,38,64,3,2,1,0,0,0,1,0,1,0,0
1,62,66,1,0,1,0,0,0,1,0,1,1,1
2,56,65,0,1,1,0,0,0,0,1,0,0,0
0,62,78,2,1,1,0,0,1,0,0,0,1,1
4,53,67,1,2,1,0,0,1,0,0,0,1,0
2,66,85,3,1,0,0,1,0,0,0,1,0,1
4,77,72,0,1,0,1,0,1,0,0,1,1,0
1,71,61,4,2,2,1,0,1,0,0,1,1,0
1,76,76,0,1,1,1,0,0,0,1,0,1,1
0,91,81,0,2,2,0,0,0,0,1,1,1,1
3,63,59,0,1,0,1,0,0,0,0,0,1,0
1,48,68,0,0,1,0,0,0,1,0,0,0,1
2,46,41,0,2,0,1,1,0,0,0,0,1,0
4,69,68,2,0,2,1,0,1,0,0,1,0,1
3,54,68,1,1,1,0,1,0,0,0,0,1,1
1,85,81,0,2,0,1,0,0,1,0,1,1,0
2,57,72,0,0,1,0,0,0,0,1,1,0,0
0,63,82,2,2,0,0,0,0,1,0,1,0,1
3,79,80,0,1,1,1,0,0,1,0,0,1,1
1,52,51,2,2,1,1,1,0,0,0,0,1,1
3,59,70,1,1,2,0,0,0,1,0,1,0,1
7,47,39,1,0,1,1,0,1,0,0,1,1,0
3,60,62,3,1,1,1,0,0,0,1,0,1,1
0,72,64,4,2,0,1,0,1,0,0,1,1,1
4,74,61,0,1,1,1,0,0,0,1,1,0,1
1,38,46,1,1,2,0,0,1,0,0,1,1,0
3,62,63,2,2,2,0,0,1,0,0,1,0,0
4,63,67,0,1,1,0,0,0,1,0,1,1,1
3,85,100,4,2,1,0,0,1,0,0,1,0,1
2,86,89,1,2,0,0,1,0,0,0,1,1,0
0,75,74,3,2,2,0,0,0,0,1,0,1,1
3,41,41,0,1,1,1,0,1,0,0,0,1,1
1,67,60,0,1,0,1,1,0,0,0,1,1,1
3,100,98,4,2,1,1,1,0,0,0,1,0,1
2,64,57,0,2,0,1,1,0,0,0,1,1,1
0,71,69,3,0,0,1,0,1,0,0,1,1,1
0,76,84,1,2,1,0,0,1,0,0,1,1,1
5,87,100,4,1,1,0,0,1,0,0,1,0,1
5,69,68,3,0,1,1,0,0,1,0,1,1,1
1,27,45,0,2,1,0,0,1,0,0,0,0,1
2,59,61,0,1,2,1,1,0,0,0,1,0,0
1,72,82,4,1,0,0,0,1,0,0,1,1,1
1,80,94,4,2,2,0,0,0,1,0,0,1,0
3,69,78,2,1,0,0,0,0,0,1,0,0,0
3,75,84,0,0,1,0,0,1,0,0,1,1,1
1,58,76,0,2,2,0,0,1,0,0,0,1,0
1,67,65,1,2,1,1,1,0,0,0,1,1,0
3,48,63,1,1,0,0,0,1,0,0,1,0,1
4,54,61,2,1,0,0,1,0,0,0,1,1,0
0,55,44,1,1,1,1,0,1,0,0,0,1,1
2,69,79,0,1,1,0,1,0,0,0,0,0,1
4,64,67,0,2,1,1,0,1,0,0,1,0,1
3,46,76,2,2,1,0,1,0,0,0,0,0,0
1,64,61,3,1,1,1,0,1,0,0,0,1,1
2,76,90,0,2,1,0,0,1,0,0,1,1,1
4,52,47,1,1,2,1,1,0,0,0,1,1,0
0,78,89,2,2,0,0,0,0,1,0,1,1,1
2,66,60,1,0,2,1,0,0,1,0,1,1,0
2,84,84,2,1,1,0,0,0,1,0,1,1,1
4,85,90,0,1,1,0,1,0,0,0,1,1,1
2,71,84,1,1,0,0,0,1,0,0,1,0,0
3,63,49,0,2,1,1,0,1,0,0,0,1,0
1,86,65,0,1,2,1,0,0,0,0,1,1,1
3,47,57,3,2,0,0,0,0,1,0,0,1,0
3,88,68,1,1,1,1,1,0,0,0,1,1,0
3,81,87,0,2,1,0,0,0,0,1,1,1,1
1,66,77,3,2,0,0,0,0,1,0,0,1,1
5,36,39,1,0,1,1,0,1,0,0,1,1,1
2,75,63,0,1,1,0,0,0,0,1,0,1,1
2,64,57,1,1,0,1,1,0,0,0,1,1,1
0,67,61,0,2,0,1,0,0,1,0,1,0,1
3,85,100,2,1,2,0,1,0,0,0,1,0,1
2,83,92,4,2,1,0,0,1,0,0,1,1,1
2,92,84,4,2,0,1,0,1,0,0,1,1,1
2,62,69,3,1,1,0,0,0,1,0,1,1,0
2,44,53,1,1,1,0,0,0,1,0,1,0,0
1,79,81,4,1,1,1,0,0,1,0,1,1,1
1,72,76,0,1,1,0,0,0,0,0,1,1,1
4,81,86,1,1,0,0,0,1,0,0,1,1,1
1,55,62,1,1,0,1,0,1,0,0,0,1,0
2,57,58,2,1,0,1,0,0,1,0,0,0,1
1,81,87,2,1,2,0,1,0,0,0,1,1,0
3,63,56,0,1,0,1,1,0,0,0,0,1,0
2,75,75,0,2,1,0,0,0,0,1,1,1,0
1,59,69,0,1,0,0,0,0,1,0,1,1,1
1,67,63,2,1,1,1,0,1,0,0,1,1,1
1,69,93,2,2,1,0,1,0,0,0,1,0,1
0,54,66,0,1,1,0,0,0,1,0,1,1,1
3,64,58,1,1,0,1,0,1,0,0,0,1,1
1,49,67,0,2,0,0,0,0,0,1,0,1,1
3,98,100,4,1,1,0,0,1,0,0,1,0,1
3,34,49,1,1,0,0,0,1,0,0,1,0,1
1,57,60,0,1,0,1,0,0,1,0,0,1,1
0,86,75,3,2,1,1,0,0,0,1,1,0,1
1,74,72,1,1,0,1,0,0,0,0,1,0,1
3,37,58,0,0,2,0,0,1,0,0,0,0,0
4,63,48,0,1,0,1,0,0,1,0,0,1,0
0,77,70,0,2,2,1,0,0,1,0,1,0,1
4,67,57,1,1,1,1,0,0,0,0,0,1,1
0,35,52,1,1,1,0,0,1,0,0,0,1,1
1,63,70,0,2,1,0,0,1,0,0,1,0,1
2,69,64,0,1,1,0,0,0,0,0,1,0,0
2,48,55,2,2,1,0,0,0,1,0,1,1,1
4,69,80,0,1,1,0,0,0,1,0,0,1,1
1,78,90,2,1,1,0,1,0,0,0,1,0,0
0,62,72,2,2,1,0,0,0,0,1,0,0,1
1,66,78,3,2,1,0,0,1,0,0,1,1,1
2,89,81,2,2,2,1,0,1,0,0,1,1,1
2,64,54,3,1,1,1,0,0,0,0,1,1,0
2,78,73,2,1,1,1,0,1,0,0,1,1,0
2,50,59,0,0,1,0,0,1,0,0,1,1,1
3,75,84,4,2,2,0,0,1,0,0,1,1,1
1,31,42,1,2,0,0,0,0,0,1,0,1,0
4,76,77,3,2,0,0,0,1,0,0,1,1,1
3,61,49,0,1,1,1,0,0,0,1,0,0,0
4,87,77,4,1,1,1,0,0,0,1,0,1,1
2,37,43,0,2,0,0,0,1,0,0,1,1,0
1,65,66,2,1,2,0,0,0,0,1,1,1,1
3,41,60,1,1,1,0,0,1,0,0,1,1,0
3,63,65,0,2,2,0,0,1,0,0,1,1,1
2,50,49,0,1,1,1,0,1,0,0,0,1,0
2,84,71,2,1,1,1,0,1,0,0,1,1,1
2,78,66,3,2,0,1,0,0,0,1,1,1,1
0,78,73,0,2,1,1,0,0,1,0,1,1,1
2,55,61,0,1,1,0,0,0,1,0,1,0,0
3,58,72,2,1,1,0,0,1,0,0,1,0,1
1,68,83,3,1,0,0,1,0,0,0,0,1,0
0,46,41,1,2,0,1,1,0,0,0,0,0,1
3,78,91,3,1,1,0,0,0,0,1,0,1,0
1,80,80,2,1,1,1,1,0,0,0,1,1,1
2,83,78,2,2,1,1,0,1,0,0,1,1,1
2,58,50,0,2,1,1,1,0,0,0,1,1,1
3,56,47,0,1,0,1,0,1,0,0,0,1,1
7,84,89,4,0,0,0,0,1,0,0,1,1,0
0,67,77,0,2,1,0,0,0,1,0,1,1,1
6,82,85,4,2,0,1,0,1,0,0,0,1,0
3,88,87,4,1,0,0,0,0,0,1,1,0,1
5,92,85,0,2,1,1,0,0,0,1,1,1,1
0,95,92,0,1,0,1,0,0,1,0,1,0,1
1,76,64,0,1,0,1,0,0,1,0,1,1,0
1,66,57,3,1,1,1,0,1,0,0,1,1,0
2,75,65,0,1,1,1,0,0,1,0,1,1,1
3,64,72,4,1,1,0,1,0,0,0,0,0,0
1,72,76,0,2,2,0,0,0,0,0,1,1,1
2,52,67,0,1,0,0,0,1,0,0,1,0,1
3,53,61,0,0,1,0,0,0,1,0,1,1,1
2,62,55,4,1,2,1,0,0,1,0,1,1,1
1,76,74,0,2,1,0,0,1,0,0,1,1,1
2,73,63,2,1,0,1,0,1,0,0,1,1,1
1,70,87,1,0,0,0,0,1,0,0,1,0,0
2,85,83,3,2,0,0,1,0,0,0,1,1,1
1,67,64,1,1,1,1,1,0,0,0,0,1,1
1,77,68,1,1,1,1,0,0,0,1,1,1,1
2,81,79,4,1,1,0,0,0,0,1,1,1,1
2,88,78,0,2,2,1,0,1,0,0,0,1,0
3,72,54,1,1,2,1,0,0,1,0,1,0,1
5,70,72,2,2,2,0,1,0,0,0,0,0,0
0,92,78,0,1,1,1,0,0,0,0,1,1,1
1,74,62,2,2,1,1,0,1,0,0,1,1,0
2,75,71,1,1,1,0,0,0,0,1,1,1,1
3,99,100,1,2,0,0,0,0,1,0,1,0,1
2,74,83,3,0,1,0,0,0,0,1,0,1,1
1,85,84,0,2,1,0,1,0,0,0,1,1,1
1,81,75,1,2,1,1,1,0,0,0,1,0,1
1,74,75,0,1,2,1,0,1,0,0,1,0,1
1,59,61,0,2,2,1,1,0,0,0,1,0,0
5,79,71,4,2,1,1,1,0,0,0,0,0,1
1,70,69,1,2,1,0,0,0,0,1,1,0,1
2,53,57,0,0,2,0,0,1,0,0,1,1,1
2,94,97,4,1,1,1,0,1,0,0,1,0,1
1,63,62,0,2,1,0,0,1,0,0,1,1,0
4,76,83,2,1,2,0,1,0,0,0,1,1,1
2,37,63,0,2,2,0,0,0,1,0,1,0,1
1,67,95,3,1,1,0,0,0,1,0,1,0,1
1,75,90,4,2,0,0,1,0,0,0,0,0,1
0,97,87,4,2,1,1,1,0,0,0,1,1,1
2,66,61,1,1,1,1,0,0,1,0,0,1,1
6,55,69,0,1,1,0,1,0,0,0,1,1,0
1,77,58,0,1,1,1,0,0,0,1,1,1,1
2,46,70,1,1,1,0,0,1,0,0,1,1,0
3,94,72,0,1,0,1,0,0,0,1,1,1,1
2,86,76,1,2,2,1,0,0,0,1,0,1,0
2,46,38,0,1,0,1,0,1,0,0,1,1,1
2,59,75,0,2,2,0,0,0,1,0,0,1,1
5,61,56,0,1,2,1,0,0,1,0,1,1,1
4,35,33,3,2,0,1,1,0,0,0,0,1,1
1,63,65,1,0,0,0,0,1,0,0,1,1,1
3,86,73,1,2,1,1,1,0,0,0,1,1,1
0,58,60,4,2,1,1,0,1,0,0,0,1,1
3,61,79,1,1,2,0,0,0,1,0,0,1,1
0,91,94,2,2,1,0,0,0,0,1,1,1,1
0,85,97,3,0,1,0,0,0,0,1,0,0,1
1,41,57,0,2,2,0,0,0,1,0,0,0,1
3,56,69,1,0,2,0,1,0,0,0,1,1,0
3,56,79,2,1,1,0,0,1,0,0,1,0,1
0,35,35,1,2,1,1,0,0,0,0,0,1,1
1,36,48,1,1,1,0,0,1,0,0,0,1,1
1,46,46,0,1,1,1,0,0,1,0,0,1,1
1,49,58,4,1,1,0,0,0,1,0,0,1,1
3,58,57,2,2,0,1,0,0,0,0,1,0,1
6,72,83,1,1,1,0,0,1,0,0,1,1,0
