NrSiblings,MathScore,AvgWritingReading,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
5,50,75.0,0,0,1,0,0,0,1,0,1,1,0
1,78,59.0,1,2,1,1,0,0,0,1,1,1,1
2,69,74.5,0,2,0,0,1,0,0,0,1,1,1
3,66,64.5,3,2,1,1,0,0,0,1,0,1,1
1,44,54.5,3,1,0,0,0,1,0,0,1,0,0
2,100,100.0,4,2,2,0,0,0,0,1,1,0,1
3,86,81.0,0,1,1,1,0,0,0,1,1,0,1
0,51,58.0,1,2,1,0,0,0,0,0,0,1,1
1,92,89.5,2,2,1,1,0,1,0,0,1,1,1
1,62,66.0,0,2,2,0,0,1,0,0,1,1,1
0,74,77.5,2,1,1,1,0,1,0,0,0,0,1
4,69,73.5,1,1,2,0,0,1,0,0,1,1,1
2,76,64.5,0,1,0,1,0,1,0,0,0,1,1
4,57,68.0,2,1,1,0,1,0,0,0,0,1,1
7,93,100.0,1,1,1,0,0,0,0,1,1,0,1
3,48,57.0,4,1,1,0,1,0,0,0,0,0,0
1,67,72.5,3,2,1,1,0,1,0,0,0,0,1
1,64,73.0,2,0,0,0,0,0,0,1,0,1,0
1,66,76.0,0,1,2,0,1,0,0,0,0,0,0
3,66,78.0,2,1,0,0,1,0,0,0,1,0,0
1,64,66.5,2,1,1,1,0,0,1,0,0,1,1
4,63,77.0,1,0,0,0,1,0,0,0,1,0,1
2,52,47.5,0,1,0,1,0,1,0,0,1,0,1
3,66,73.0,0,1,1,0,1,0,0,0,1,1,1
1,57,51.0,0,2,2,1,0,0,1,0,1,1,1
2,60,65.0,0,0,1,0,1,0,0,0,0,1,1
1,72,75.0,0,1,0,1,0,0,1,0,1,0,0
3,57,43.0,3,1,0,1,0,1,0,0,0,1,1
6,63,55.0,3,1,1,1,0,0,0,1,1,1,1
0,73,82.0,2,2,1,0,1,0,0,0,1,0,1
1,63,69.0,1,0,0,0,1,0,0,0,1,1,0
2,77,86.5,0,1,2,0,1,0,0,0,1,1,0
0,89,96.0,2,0,0,0,0,0,1,0,1,0,1
1,81,76.5,0,0,1,1,0,0,0,0,1,1,1
4,64,62.5,1,1,0,1,0,0,0,0,1,1,0
3,84,93.0,1,2,2,0,0,1,0,0,1,1,1
4,43,49.0,1,0,1,0,0,1,0,0,1,1,1
1,67,59.5,0,1,1,1,0,1,0,0,1,1,1
0,89,97.5,2,1,2,0,1,0,0,0,1,0,1
1,100,99.5,0,2,2,0,0,0,1,0,1,0,1
3,55,62.0,0,1,1,0,1,0,0,0,0,1,1
1,51,48.0,3,1,0,0,0,0,0,1,1,1,1
1,86,90.0,0,1,1,0,0,0,1,0,1,1,0
2,51,53.5,0,2,2,1,1,0,0,0,0,0,1
4,50,37.5,4,0,2,1,1,0,0,0,1,1,1
5,75,62.5,1,2,1,1,0,0,1,0,1,1,0
0,77,75.5,1,1,0,0,0,0,1,0,1,1,1
1,44,52.5,0,1,2,1,0,1,0,0,0,0,0
2,33,37.5,1,0,2,0,1,0,0,0,1,1,1
1,57,68.0,1,1,0,0,0,0,1,0,1,1,1
4,54,68.0,0,1,0,0,0,1,0,0,1,0,0
4,72,57.5,0,1,1,1,0,0,0,1,0,1,1
3,56,63.5,4,2,1,0,1,0,0,0,0,1,0
3,65,55.5,2,2,1,1,0,0,1,0,1,1,1
2,69,66.0,3,1,1,0,0,0,1,0,1,1,1
0,62,68.5,2,1,0,0,0,1,0,0,1,1,1
2,67,70.0,0,2,1,1,0,0,1,0,1,0,1
2,73,88.5,4,1,2,0,0,0,1,0,0,1,0
4,69,68.5,2,1,1,1,0,0,1,0,1,1,1
2,61,77.5,2,0,2,0,1,0,0,0,1,0,1
2,70,78.5,0,2,1,0,0,0,0,1,1,1,0
2,65,70.0,0,1,1,0,0,1,0,0,1,0,0
4,61,64.5,1,1,2,1,0,1,0,0,0,0,1
2,39,43.5,2,0,1,1,0,1,0,0,0,1,1
2,91,81.0,2,1,1,1,0,0,0,1,1,1,1
2,48,66.0,0,2,1,0,1,0,0,0,0,0,1
4,70,82.0,4,1,0,0,0,1,0,0,1,0,1
0,49,60.0,4,0,1,0,0,1,0,0,1,1,1
5,66,58.0,0,2,1,1,0,1,0,0,0,0,1
5,39,61.0,0,0,1,0,1,0,0,0,0,0,1
3,96,98.5,1,0,2,0,0,0,1,0,1,0,1
4,71,72.5,0,0,2,0,0,0,0,1,0,1,1
4,41,62.0,2,1,0,0,1,0,0,0,0,1,1
1,96,86.0,0,2,0,1,0,1,0,0,1,0,1
7,80,83.5,3,1,1,0,0,0,1,0,1,0,1
2,47,42.0,1,2,0,1,1,0,0,0,0,1,1
0,80,88.0,2,0,2,0,0,0,0,1,0,1,1
3,78,84.5,3,1,2,0,0,0,0,0,1,1,1
1,76,67.5,0,1,2,1,0,0,1,0,0,1,0
1,67,80.5,2,0,0,0,0,1,0,0,1,1,0
3,71,66.5,0,1,1,1,0,0,0,1,1,0,0
2,49,42.5,0,1,0,1,0,0,0,0,0,1,1
1,78,87.5,4,1,2,0,0,0,1,0,1,0,1
3,85,82.0,3,2,2,1,0,1,0,0,1,0,1
5,55,62.0,0,2,1,0,0,1,0,0,1,0,1
4,61,71.5,4,1,1,0,0,1,0,0,0,1,1
1,67,68.0,1,0,0,1,0,0,0,1,0,1,0
2,53,55.0,0,1,1,1,0,1,0,0,0,0,1
0,61,57.5,0,0,0,1,0,0,1,0,1,1,1
3,45,58.5,0,1,0,0,0,1,0,0,1,0,1
2,69,80.0,3,0,2,0,0,0,0,1,1,0,1
3,63,86.0,1,2,1,0,1,0,0,0,1,1,1
1,75,90.5,0,0,1,0,0,1,0,0,1,1,0
5,32,53.5,4,0,0,0,0,1,0,0,0,0,0
3,57,77.5,2,2,2,0,0,1,0,0,0,1,0
2,78,65.0,4,1,1,1,1,0,0,0,1,1,1
3,49,54.0,0,2,2,1,1,0,0,0,1,1,1
3,97,87.0,2,0,1,1,0,0,0,1,1,1,0
2,66,68.0,0,2,1,0,0,0,1,0,1,1,0
5,65,71.0,1,1,2,0,0,0,1,0,1,1,1
1,62,50.0,4,2,2,1,0,1,0,0,0,0,1
0,78,74.0,0,2,0,1,1,0,0,0,1,1,1
1,47,52.0,1,2,0,0,1,0,0,0,1,1,1
0,60,65.0,0,1,2,0,0,1,0,0,1,1,1
2,65,72.5,0,1,1,0,0,1,0,0,1,1,1
1,53,49.5,1,1,1,1,0,1,0,0,1,1,0
2,83,81.5,2,1,1,1,0,0,1,0,0,1,1
4,82,96.0,2,1,1,0,0,0,1,0,0,0,0
4,70,66.5,1,2,1,0,0,0,1,0,1,1,1
5,44,55.0,3,1,1,0,0,1,0,0,0,0,1
3,79,88.0,3,0,0,1,1,0,0,0,0,0,1
3,69,85.0,2,0,2,0,0,0,1,0,1,0,1
2,73,78.0,0,1,1,1,0,1,0,0,1,0,0
4,75,80.5,4,2,1,0,0,1,0,0,1,0,1
2,55,64.0,1,1,1,0,0,0,0,1,0,1,1
2,52,68.0,1,1,1,0,0,0,1,0,1,0,1
1,27,34.5,0,1,1,0,0,1,0,0,0,1,1
1,50,64.0,2,2,0,0,0,1,0,0,1,1,0
2,81,80.0,1,1,1,1,1,0,0,0,1,0,1
0,90,77.0,3,1,1,1,0,0,0,0,1,1,1
1,70,70.0,0,2,2,0,1,0,0,0,1,1,1
2,64,67.0,0,2,0,1,0,1,0,0,1,1,1
3,72,73.5,3,1,1,1,0,1,0,0,0,0,1
1,61,84.5,0,2,0,0,0,1,0,0,0,0,1
2,55,68.0,0,2,1,0,0,1,0,0,0,1,0
1,87,94.5,0,2,1,0,0,1,0,0,1,1,1
0,65,73.0,1,1,0,0,1,0,0,0,1,0,1
0,60,74.0,2,1,1,0,0,1,0,0,0,1,1
1,77,81.0,1,1,0,0,0,0,1,0,1,1,0
4,70,75.5,0,1,1,0,0,0,0,0,1,1,0
2,68,62.5,2,0,2,1,0,1,0,0,1,0,1
3,42,38.0,0,1,0,1,0,1,0,0,0,1,0
2,85,70.5,0,2,2,1,0,0,0,0,1,1,1
3,79,75.5,0,2,1,1,0,0,0,1,1,1,0
3,65,63.5,2,2,2,0,0,1,0,0,0,1,1
3,70,64.5,3,2,2,0,0,1,0,0,1,1,0
3,74,71.5,0,1,0,1,0,0,1,0,1,0,0
5,43,48.0,0,2,2,0,0,1,0,0,0,1,1
2,51,58.5,0,1,1,0,0,0,1,0,0,1,0
2,55,57.0,3,0,1,1,0,1,0,0,1,1,1
0,84,96.0,2,2,1,0,0,1,0,0,1,1,1
0,51,57.0,0,2,0,0,0,1,0,0,0,1,1
0,51,52.0,0,2,1,1,0,1,0,0,0,0,1
2,81,62.0,0,1,0,1,0,0,0,1,1,0,1
3,59,55.0,0,1,1,0,1,0,0,0,1,1,1
1,68,63.5,1,1,0,1,0,0,0,1,1,1,1
1,80,68.0,1,2,1,1,0,0,0,0,1,0,1
0,53,65.5,2,1,1,0,0,0,0,0,1,1,1
1,62,73.0,1,2,0,0,1,0,0,0,0,0,1
3,56,67.5,1,2,1,0,0,1,0,0,1,0,0
1,67,62.0,2,2,1,1,0,1,0,0,1,1,1
3,43,48.5,0,1,0,1,0,1,0,0,0,1,1
2,77,82.0,0,2,1,0,0,0,0,1,1,1,1
3,58,74.0,1,2,1,0,0,1,0,0,0,1,0
2,72,77.0,3,1,0,0,1,0,0,0,1,1,1
2,44,38.5,0,1,0,1,0,0,0,0,0,1,1
5,57,65.0,2,2,2,0,0,1,0,0,0,1,1
0,96,97.5,1,1,2,1,0,0,1,0,1,0,1
5,63,51.5,4,2,2,1,0,0,0,0,1,1,0
1,69,72.5,1,2,0,1,0,0,1,0,1,0,1
4,53,67.5,0,2,1,0,0,0,1,0,0,1,0
0,63,66.0,1,0,2,1,0,0,1,0,1,1,0
5,59,74.0,0,2,2,0,0,1,0,0,1,1,1
1,38,40.5,3,0,2,0,0,1,0,0,1,1,0
3,75,86.0,3,0,0,0,1,0,0,0,1,1,0
3,38,54.0,0,1,0,0,0,1,0,0,0,0,1
1,62,48.0,0,1,1,1,0,0,1,0,1,1,1
1,95,83.0,0,1,1,1,0,0,0,1,1,1,1
3,100,87.0,1,2,1,1,0,0,0,1,1,1,1
3,57,62.5,0,2,1,0,0,0,1,0,0,0,0
3,74,65.0,0,2,0,1,0,0,1,0,1,1,1
1,57,61.0,3,2,1,1,0,0,1,0,1,1,1
1,71,51.5,2,1,1,1,0,1,0,0,1,1,1
1,71,69.0,1,1,1,1,0,0,1,0,0,1,1
0,44,51.0,1,1,1,0,1,0,0,0,0,1,1
1,67,80.0,0,1,0,0,0,1,0,0,0,1,0
1,100,86.0,2,2,1,1,0,0,1,0,1,1,1
3,73,64.0,3,2,1,1,0,1,0,0,1,1,0
3,56,60.5,0,2,2,0,0,1,0,0,1,0,1
3,63,58.0,3,1,0,1,0,1,0,0,0,1,0
0,58,71.5,0,2,0,0,0,0,1,0,0,0,1
3,53,56.5,0,0,1,1,0,0,1,0,0,0,0
2,70,72.0,0,1,2,0,0,1,0,0,1,1,0
2,67,86.5,3,1,2,0,0,1,0,0,0,1,1
2,41,58.0,0,0,0,0,0,0,1,0,0,1,1
2,50,55.0,0,2,2,0,0,1,0,0,1,1,1
3,74,90.0,4,2,1,0,0,1,0,0,0,1,0
2,64,70.5,0,2,1,0,0,0,0,1,1,0,1
3,76,80.5,0,2,2,0,0,0,0,1,0,1,1
5,67,67.5,3,2,1,1,0,0,1,0,1,1,1
2,54,60.0,0,1,1,0,0,1,0,0,0,0,1
1,100,98.5,3,1,1,1,0,0,1,0,1,0,1
3,93,70.5,2,1,2,1,0,0,0,1,1,1,1
1,50,74.0,1,0,1,0,0,0,1,0,1,0,0
2,64,66.0,0,1,0,1,0,1,0,0,0,1,0
2,45,59.5,0,1,1,0,1,0,0,0,1,1,0
2,56,69.0,1,1,1,0,0,0,0,0,0,0,1
3,88,71.5,0,1,1,1,0,0,0,1,1,0,1
1,60,63.0,2,1,1,0,0,1,0,0,1,1,0
2,56,61.5,1,1,2,0,0,1,0,0,1,1,1
1,61,60.0,0,2,1,1,1,0,0,0,0,1,1
4,73,73.0,3,1,0,1,0,1,0,0,1,1,0
2,75,70.0,0,1,1,1,0,1,0,0,0,1,1
3,39,43.0,0,1,1,0,0,1,0,0,1,1,0
3,61,57.5,1,1,1,1,0,1,0,0,1,0,1
2,91,82.0,1,1,0,1,0,0,0,1,1,1,0
3,78,79.0,2,1,1,1,0,0,0,0,1,1,1
2,100,97.0,1,2,1,1,1,0,0,0,1,0,0
2,64,70.5,0,1,2,0,0,1,0,0,1,1,1
1,73,69.5,0,2,1,0,0,0,0,1,1,1,1
3,63,57.0,0,2,1,1,0,0,0,1,0,1,0
4,50,40.5,2,0,1,1,0,1,0,0,1,1,0
1,58,48.5,0,1,2,1,0,1,0,0,1,1,1
3,62,64.0,0,2,2,0,0,0,1,0,1,1,1
1,82,87.5,2,1,1,0,0,0,1,0,1,0,1
1,77,89.0,3,1,2,0,0,0,1,0,1,1,0
4,82,80.0,4,2,0,1,0,1,0,0,1,1,0
1,90,93.0,3,1,2,1,0,0,1,0,1,0,1
2,55,67.0,0,0,0,0,0,0,0,0,0,1,1
3,42,48.0,2,0,2,0,0,0,1,0,0,1,1
4,36,37.0,0,2,1,1,0,0,0,1,0,1,1
4,77,80.5,3,0,0,0,0,1,0,0,1,1,1
3,51,48.0,3,1,1,1,0,1,0,0,0,1,1
1,64,73.0,0,1,2,0,1,0,0,0,1,0,1
4,49,44.5,0,1,1,1,0,1,0,0,1,1,1
1,94,91.5,2,1,1,0,0,0,0,1,0,1,1
2,27,37.5,0,0,0,0,0,0,0,1,0,1,1
2,51,63.5,2,2,0,0,0,1,0,0,0,1,0
0,68,65.5,0,1,1,0,0,0,0,0,1,1,1
0,66,74.5,0,2,1,0,0,1,0,0,1,1,1
3,40,59.0,2,2,1,0,1,0,0,0,0,1,0
1,39,52.5,0,1,0,0,0,0,1,0,1,1,1
1,57,57.0,0,1,1,1,0,0,1,0,1,1,1
2,74,80.5,0,1,1,0,0,0,0,0,1,0,0
1,47,53.0,1,2,1,0,0,0,0,0,1,0,1
1,67,67.0,0,2,1,1,0,1,0,0,1,0,0
1,55,62.5,0,1,2,0,0,1,0,0,1,1,0
3,75,61.0,2,2,2,1,1,0,0,0,1,0,1
2,66,54.5,0,2,0,1,1,0,0,0,1,1,1
2,81,74.0,1,2,1,1,0,0,1,0,1,0,1
2,88,100.0,2,2,1,0,0,0,1,0,1,0,1
3,77,85.5,1,1,0,0,0,0,1,0,1,1,1
1,87,78.0,1,2,0,1,0,0,0,1,1,1,0
2,46,51.0,1,1,1,0,1,0,0,0,0,1,1
3,61,73.0,0,2,2,0,0,1,0,0,0,1,0
3,77,87.0,3,1,1,0,0,0,1,0,1,1,0
2,66,74.0,1,0,1,0,1,0,0,0,1,1,1
1,78,80.0,0,1,0,1,0,0,1,0,1,0,0
2,69,81.0,4,2,0,0,0,0,1,0,0,0,1
1,67,62.5,0,2,1,1,0,0,0,1,0,1,0
3,62,61.5,2,1,1,1,0,0,1,0,0,1,1
2,54,63.0,0,0,1,0,0,0,1,0,0,1,1
0,62,78.5,0,2,1,0,0,1,0,0,1,1,1
2,63,64.0,2,1,1,0,0,1,0,0,1,1,1
1,53,63.0,1,1,1,0,0,1,0,0,1,1,1
0,44,61.5,2,0,0,0,0,1,0,0,1,0,1
1,65,48.5,1,1,2,1,0,1,0,0,0,1,0
2,80,72.0,3,1,1,1,0,0,0,1,1,1,1
2,93,75.0,4,1,1,1,0,0,1,0,1,1,1
1,66,63.0,3,1,1,1,0,1,0,0,0,1,1
3,65,75.5,1,2,2,0,0,1,0,0,1,0,0
1,76,70.5,3,1,2,1,0,0,1,0,1,1,1
4,60,64.0,0,0,1,0,0,1,0,0,1,1,1
2,59,60.5,1,2,1,1,0,1,0,0,1,1,0
3,65,68.5,0,2,2,0,1,0,0,0,1,0,1
1,54,68.5,1,1,2,0,1,0,0,0,0,1,1
3,72,84.5,0,1,1,0,0,1,0,0,1,1,0
0,90,86.0,2,2,1,1,1,0,0,0,1,0,1
1,50,59.5,0,1,1,0,0,1,0,0,1,0,1
2,49,54.5,1,0,0,0,1,0,0,0,1,1,1
2,70,66.0,2,0,2,1,0,0,1,0,0,1,0
4,95,80.0,1,2,1,1,0,1,0,0,1,1,1
3,71,54.5,0,2,1,1,0,0,0,1,1,1,1
1,65,84.5,2,1,2,0,0,0,1,0,1,1,0
6,75,88.0,2,2,0,0,0,0,1,0,0,0,1
1,61,50.0,0,2,1,1,0,0,0,1,1,1,0
3,75,78.5,3,1,1,1,0,0,0,1,1,1,1
2,83,80.5,2,2,2,0,1,0,0,0,1,1,1
6,63,78.0,3,1,1,0,1,0,0,0,0,1,1
2,55,50.0,0,1,0,1,0,1,0,0,0,1,1
3,51,58.0,1,1,1,0,1,0,0,0,0,1,0
4,63,50.5,2,1,1,1,1,0,0,0,1,1,1
2,80,87.5,3,2,1,0,0,0,1,0,1,0,0
3,67,81.5,2,1,1,0,0,0,1,0,0,0,1
5,96,90.5,4,2,1,1,0,0,1,0,1,1,1
3,57,54.0,1,0,1,1,1,0,0,0,0,1,0
0,62,70.5,2,0,0,0,0,0,0,1,0,1,1
2,66,73.0,3,0,1,1,1,0,0,0,0,0,1
1,61,62.0,1,2,0,0,0,1,0,0,1,0,0
0,55,46.5,0,2,1,1,0,1,0,0,0,1,1
2,82,77.0,3,0,2,1,0,1,0,0,1,1,0
3,47,38.0,0,1,2,1,0,0,0,1,0,1,0
2,49,64.5,2,1,0,0,0,0,0,0,0,1,1
5,84,79.0,4,1,1,1,0,0,1,0,1,1,1
3,59,70.5,1,2,1,0,0,0,0,1,0,0,0
0,60,76.0,0,2,1,0,0,1,0,0,0,0,1
3,49,69.0,1,1,0,0,0,0,1,0,1,1,1
1,78,78.0,1,1,0,1,0,1,0,0,0,0,0
2,72,70.0,0,1,1,1,0,0,1,0,1,1,1
3,48,54.5,3,1,1,1,0,1,0,0,0,1,1
1,50,54.5,4,0,1,1,0,1,0,0,0,1,0
5,52,49.0,0,1,1,1,0,1,0,0,1,1,1
3,63,53.5,0,1,0,1,1,0,0,0,1,1,0
1,81,83.5,1,1,0,0,0,1,0,0,1,1,1
2,81,81.5,2,2,2,0,1,0,0,0,1,1,1
4,81,62.0,1,2,2,1,0,0,0,1,1,1,0
4,50,61.5,1,2,2,0,1,0,0,0,0,1,1
3,44,51.5,0,2,1,0,0,1,0,0,1,1,1
1,59,51.5,1,2,0,1,1,0,0,0,1,0,1
2,53,71.5,2,1,1,0,0,0,1,0,0,0,1
0,78,86.5,0,1,2,0,0,0,1,0,1,0,1
1,71,64.5,3,1,1,1,0,1,0,0,1,1,1
1,61,59.0,4,2,0,1,0,1,0,0,0,1,1
2,48,46.5,0,1,1,0,0,0,1,0,0,1,1
1,78,72.5,2,2,1,1,0,1,0,0,1,0,1
7,60,66.5,0,1,1,0,0,0,1,0,0,1,0
3,66,68.5,2,2,0,0,0,0,1,0,0,1,1
2,87,78.5,2,2,1,1,0,1,0,0,1,1,1
3,54,53.5,2,1,1,1,0,1,0,0,1,0,1
3,80,82.5,2,2,1,0,0,1,0,0,1,1,0
2,67,76.0,0,2,2,1,0,0,1,0,0,0,1
2,91,81.0,2,2,1,1,0,0,0,1,1,0,1
2,60,56.0,3,1,1,1,0,0,0,1,0,1,0
1,93,90.0,1,2,0,1,0,0,1,0,1,0,0
4,57,68.5,1,2,0,0,0,0,1,0,0,1,1
0,66,75.5,3,1,0,0,0,0,0,0,1,1,1
2,71,87.0,0,1,1,0,1,0,0,0,1,0,0
0,63,65.0,1,1,2,1,0,0,1,0,1,1,1
3,84,72.5,0,1,1,1,0,0,0,1,1,1,0
1,70,72.5,2,1,1,0,0,0,0,1,1,1,1
0,73,92.5,1,2,1,0,0,1,0,0,0,0,1
1,40,43.0,1,2,2,0,0,0,1,0,1,1,1
3,90,98.5,2,1,1,0,0,0,0,0,1,0,0
1,54,71.5,3,1,1,0,1,0,0,0,0,0,1
0,79,80.5,0,1,1,1,0,1,0,0,1,0,1
1,43,49.0,0,2,1,0,0,0,1,0,0,1,0
2,82,71.0,3,2,0,1,0,0,1,0,1,1,1
3,40,33.5,0,0,1,1,0,0,1,0,0,0,1
2,54,65.0,0,2,1,0,0,0,1,0,0,1,1
2,39,50.5,1,0,1,0,1,0,0,0,0,1,1
2,93,97.5,2,1,0,0,0,0,0,0,1,0,1
3,70,70.5,0,2,0,0,0,0,0,1,1,1,1
3,57,75.5,2,2,1,0,0,1,0,0,1,0,0
4,66,76.0,1,2,2,0,0,1,0,0,1,1,1
1,75,75.0,0,2,1,0,0,0,0,0,1,1,0
1,50,48.5,0,1,1,1,1,0,0,0,0,1,1
3,80,84.0,0,1,0,0,0,0,1,0,1,1,1
3,57,63.0,1,2,0,0,0,1,0,0,1,1,1
0,42,32.0,0,1,1,1,0,1,0,0,1,1,1
2,82,76.5,2,2,2,1,0,1,0,0,1,1,0
2,70,77.5,1,1,1,0,1,0,0,0,1,1,1
3,60,61.5,1,2,1,0,0,1,0,0,1,0,0
2,53,49.0,1,2,2,1,1,0,0,0,0,0,0
3,63,60.5,3,2,0,1,0,1,0,0,0,1,0
2,92,94.0,2,1,2,0,0,1,0,0,1,1,1
0,44,49.0,0,2,1,0,1,0,0,0,0,1,1
1,85,79.0,2,2,2,1,0,0,1,0,1,0,1
1,44,52.0,0,1,1,1,1,0,0,0,1,0,0
2,70,65.5,1,1,1,1,0,0,1,0,1,1,0
3,29,30.5,0,1,1,0,1,0,0,0,0,1,1
0,50,65.5,0,1,0,0,0,0,1,0,0,0,1
1,73,66.5,1,1,2,1,0,0,0,1,0,1,1
1,71,62.0,0,2,2,1,0,1,0,0,1,1,0
1,75,75.0,0,0,1,0,0,1,0,0,1,1,0
3,64,65.5,1,0,1,1,1,0,0,0,1,1,1
1,62,78.5,0,1,0,0,1,0,0,0,0,0,1
0,77,63.5,0,1,1,1,0,0,0,1,1,1,1
3,81,72.0,1,1,2,1,1,0,0,0,1,1,0
3,47,33.0,0,1,2,1,1,0,0,0,1,1,1
1,67,70.5,1,1,2,1,0,0,1,0,1,1,1
3,69,71.5,2,2,1,1,0,1,0,0,1,1,1
1,64,76.0,1,1,0,0,0,1,0,0,0,1,1
2,59,68.5,3,2,2,0,0,1,0,0,0,0,0
3,61,69.5,1,2,1,0,0,1,0,0,0,0,0
0,49,52.0,1,1,1,1,1,0,0,0,1,1,1
2,67,81.5,0,1,0,0,0,0,1,0,1,0,0
1,87,95.5,0,0,1,0,0,0,0,1,1,1,0
3,53,63.5,0,1,1,0,0,0,1,0,1,1,1
4,74,64.5,0,2,2,1,0,0,1,0,1,0,1
1,71,75.0,0,1,1,0,0,0,0,1,0,0,1
3,63,60.5,3,1,1,1,0,0,1,0,1,1,0
3,72,72.5,1,2,0,0,0,0,0,1,1,1,1
1,66,75.0,0,1,2,0,0,0,1,0,1,1,1
3,55,59.0,1,2,1,0,0,1,0,0,1,1,1
1,83,91.0,1,2,2,0,0,0,0,1,0,0,0
1,68,60.0,4,1,0,1,0,0,1,0,1,1,1
1,87,96.5,0,2,1,0,0,0,1,0,1,0,1
1,79,71.5,0,1,0,1,0,0,1,0,1,0,0
4,100,95.5,0,2,2,1,0,0,0,0,1,0,1
1,93,100.0,4,1,1,0,0,0,0,1,1,1,1
1,46,42.0,1,2,1,1,1,0,0,0,1,1,1
3,93,97.0,2,1,1,1,0,0,0,0,1,0,1
1,60,70.0,1,0,0,1,0,0,0,1,0,0,0
2,70,60.5,2,1,2,1,1,0,0,0,0,1,0
2,81,84.5,3,0,2,0,0,1,0,0,1,1,0
1,73,91.0,2,2,2,0,1,0,0,0,1,0,0
1,86,68.0,1,2,0,1,0,1,0,0,0,1,1
2,65,68.0,0,1,1,0,0,0,0,1,0,1,0
3,54,63.0,0,1,1,0,0,0,1,0,0,1,1
1,81,92.5,1,1,2,0,0,0,1,0,1,1,0
4,62,69.0,0,2,0,0,1,0,0,0,1,1,0
3,87,95.0,1,1,2,0,0,0,0,0,1,1,1
1,56,65.5,3,2,0,0,0,0,0,0,1,0,1
4,64,54.0,4,1,0,1,1,0,0,0,1,1,0
1,45,44.0,0,1,1,1,0,0,0,0,0,1,1
5,76,77.0,0,1,1,1,0,0,1,0,1,0,0
1,71,83.5,3,1,1,0,0,0,1,0,1,0,0
3,78,75.0,3,1,2,0,0,0,0,1,1,1,0
1,74,71.0,0,2,0,1,1,0,0,0,0,1,0
3,56,59.5,2,2,1,1,0,1,0,0,1,1,1
1,89,92.0,0,1,2,0,0,0,0,0,1,1,1
1,81,81.5,0,2,1,0,0,0,1,0,1,1,0
1,60,49.5,1,2,1,1,1,0,0,0,1,1,1
7,70,74.0,3,1,1,0,0,1,0,0,1,1,0
3,84,71.0,0,0,2,1,0,0,0,1,0,1,0
3,48,52.0,2,1,1,0,0,1,0,0,0,1,0
1,56,66.5,3,1,1,0,1,0,0,0,1,0,0
1,60,78.5,0,2,0,0,1,0,0,0,0,1,0
3,85,89.0,0,0,2,1,1,0,0,0,1,0,1
0,70,66.5,0,0,1,0,0,0,1,0,1,1,1
3,47,43.0,1,2,2,1,0,1,0,0,1,1,0
1,80,79.5,1,2,1,1,0,1,0,0,1,0,0
5,45,46.0,2,1,2,0,0,1,0,0,0,1,1
1,76,69.0,0,1,0,1,1,0,0,0,1,1,1
2,64,70.5,0,1,1,1,0,1,0,0,1,1,1
3,49,59.0,0,1,1,0,0,0,0,1,0,1,1
4,49,51.0,2,2,0,1,0,0,0,0,1,1,1
1,66,61.0,0,1,2,1,0,1,0,0,1,1,1
3,61,62.0,0,2,1,0,0,1,0,0,1,1,1
3,63,56.0,1,2,1,0,0,1,0,0,1,1,1
2,82,72.5,0,1,2,1,0,0,1,0,1,1,1
0,83,69.5,1,1,1,1,0,0,0,1,1,1,1
1,45,44.0,0,2,0,0,0,1,0,0,1,1,0
2,70,68.5,2,1,1,1,0,0,0,1,0,0,1
0,63,82.5,0,1,0,0,1,0,0,0,0,0,1
2,74,89.5,2,1,0,0,1,0,0,0,1,1,0
2,85,93.5,4,0,1,0,0,1,0,0,0,0,1
0,53,58.0,1,1,0,1,0,0,1,0,1,0,1
1,68,60.5,2,1,0,1,0,1,0,0,1,1,1
1,57,57.5,0,2,1,1,1,0,0,0,0,1,0
4,88,82.0,0,1,1,1,0,0,1,0,1,0,1
2,60,66.5,0,1,0,0,0,1,0,0,1,1,0
2,54,55.0,0,2,0,1,0,0,1,0,0,1,1
2,71,64.0,1,0,0,1,0,1,0,0,1,1,1
1,58,71.0,2,1,0,0,0,1,0,0,1,1,1
2,59,59.0,3,1,1,1,0,1,0,0,1,0,1
0,67,67.5,1,2,2,0,0,0,0,1,1,1,1
2,61,56.5,1,0,0,1,0,1,0,0,1,1,1
1,76,78.0,1,2,1,0,0,1,0,0,1,1,0
1,59,76.0,0,1,1,0,1,0,0,0,1,0,1
2,56,64.5,2,1,1,0,1,0,0,0,1,0,0
3,75,82.0,1,1,1,0,0,1,0,0,1,1,1
4,75,70.5,3,1,0,1,0,1,0,0,1,0,1
4,77,78.5,4,2,2,0,1,0,0,0,0,1,0
6,81,66.5,3,1,2,1,0,0,0,1,1,1,0
1,71,87.0,3,0,1,0,0,0,1,0,0,1,1
0,58,71.0,0,0,1,0,0,1,0,0,1,1,1
1,36,35.5,0,1,1,1,1,0,0,0,1,1,1
4,55,55.0,3,0,0,1,0,0,0,0,1,1,1
3,94,77.5,1,1,2,1,0,0,0,1,1,1,1
1,74,78.0,1,2,1,1,0,0,1,0,1,1,1
1,59,52.0,1,2,1,1,0,1,0,0,1,1,0
